	Line1	Line2	Center	Line3	Line4
143.05	0.043901273	-0.225830068	-0.178176304	-0.349073011	0.00195448
143.1	-0.089015443	-0.260650811	-0.181735867	-0.419655408	-0.177944798
143.15	-0.22193116	-0.295487565	-0.185294436	-0.490222794	-0.357845047
143.2	-0.096455878	-0.253373329	-0.256756012	-0.40772917	-0.350199266
143.25	0.029020404	-0.211244104	-0.328216596	-0.325251536	-0.342553456
143.3	0.240951686	-0.15626689	-0.409992186	-0.350576891	-0.130057616
143.35	0.452868967	-0.101304687	-0.491767783	-0.375902235	0.082437254
143.4	0.295263247	-0.104631494	-0.385936387	-0.240048569	-0.027149847
143.45	0.137643527	-0.107958312	-0.280089998	-0.104194892	-0.136721918
143.5	-0.026081194	-0.022387141	-0.288761615	-0.036914205	-0.193940959
143.55	-0.189804916	0.063168019	-0.29743224	0.030365493	-0.251143971
143.6	-0.185941638	-0.126437831	-0.305660871	-0.051996799	-0.132276953
143.65	-0.18207836	-0.316043692	-0.31387351	-0.134359081	-0.013393905
143.7	0.072669916	-0.307132564	-0.272542155	-0.295304351	-0.102961828
143.75	0.327433193	-0.298237446	-0.231224807	-0.456234612	-0.192543721
143.8	0.228360468	-0.300404339	-0.271939466	-0.435660861	-0.144217585
143.85	0.129287743	-0.302572243	-0.312669132	-0.415072101	-0.095906418
143.9	0.098224018	-0.347845158	-0.332783804	-0.427427329	-0.226413223
143.95	0.067144292	-0.393103083	-0.352883484	-0.439782547	-0.356919997
144	0.085198565	-0.320227019	-0.27337417	-0.400074755	-0.301406742
144.05	0.103236838	-0.247336966	-0.193879864	-0.360366952	-0.245909457
144.1	-0.05302589	-0.209311924	-0.293432564	-0.332637139	-0.089382143
144.15	-0.209288618	-0.171302892	-0.392969271	-0.304922315	0.067144201
144.2	-0.155681347	-0.257133871	-0.371656985	-0.268083481	0.228217574
144.25	-0.102059076	-0.34296486	-0.350328706	-0.231243636	0.389290978
144.3	-0.038899807	-0.321008861	-0.361822434	-0.18819478	0.154979411
144.35	0.024258463	-0.299051872	-0.373332168	-0.145144914	-0.079317127
144.4	0.063521732	-0.275858894	-0.36534091	-0.210265038	-0.268859635
144.45	0.102786	-0.252680926	-0.357333658	-0.275384151	-0.458403113
144.5	0.212789267	-0.204203969	-0.312217413	-0.288838253	-0.501033561
144.55	0.322807535	-0.155728023	-0.267116176	-0.302307345	-0.54364898
144.6	0.337321801	-0.122342088	-0.360549945	-0.398692426	-0.262000369
144.65	0.351835067	-0.088956163	-0.453998721	-0.495092497	0.019663271
144.7	0.228898332	-0.15429525	-0.416741503	-0.427659558	0.025997941
144.75	0.105975597	-0.219649347	-0.379483293	-0.360240608	0.032317641
144.8	-0.123712139	-0.169341454	-0.38730009	-0.238349647	-0.06898363
144.85	-0.353383875	-0.119048572	-0.395131893	-0.116441676	-0.170283871
144.9	-0.443011612	-0.165054701	-0.356393703	-0.157529694	-0.016992082
144.95	-0.532624349	-0.211075841	-0.31767152	-0.198616702	0.136299736
145	-0.348417088	-0.180421992	-0.287295345	-0.206027699	-0.023747416
145.05	-0.164209826	-0.149783153	-0.256934175	-0.213453686	-0.183793539
145.1	0.114570435	-0.102374325	-0.249202013	-0.290688662	-0.201323632
145.15	0.393366695	-0.054965507	-0.241454858	-0.367924628	-0.218838695
145.2	0.437497954	-0.233097701	-0.31671571	-0.395003583	-0.323328728
145.25	0.481629213	-0.411213905	-0.391960568	-0.422098528	-0.427802732
145.3	0.516375472	-0.42471912	-0.279980433	-0.428944462	-0.316944706
145.35	0.55112273	-0.438223345	-0.168000306	-0.435806385	-0.206087651
145.4	0.187630987	-0.328666581	-0.208989185	-0.366038298	-0.194640566
145.45	-0.175876756	-0.219108828	-0.249979071	-0.296286201	-0.183209451
145.5	-0.2205975	-0.204675086	-0.275006964	-0.284272093	-0.165765307
145.55	-0.265333244	-0.190240354	-0.300020863	-0.272273975	-0.148307133
145.6	-0.259333989	-0.193094634	-0.42998377	-0.229437846	-0.07135393
145.65	-0.253334735	-0.195948923	-0.559931683	-0.186616706	0.005614304
145.7	0.050318519	-0.238384224	-0.510314604	-0.318874556	-0.063444433
145.75	0.353970773	-0.280804535	-0.460712531	-0.451133396	-0.132518141
145.8	0.411163025	-0.198713857	-0.459465465	-0.309527225	-0.299888819
145.85	0.468356277	-0.11662219	-0.458218406	-0.167935043	-0.467275467
145.9	0.492559529	-0.055251534	-0.334977354	-0.159705851	-0.332781086
145.95	0.51677778	0.006103112	-0.211736309	-0.151476648	-0.198287675
146	0.273448031	-0.080476253	-0.220972271	-0.251432435	-0.171444234
146.05	0.03011928	-0.167070628	-0.230223239	-0.351387211	-0.144616763
146.1	-0.18270747	-0.239734015	-0.184238215	-0.286440977	-0.177587263
146.15	-0.395534221	-0.312412412	-0.138267197	-0.221509733	-0.210573734
146.2	-0.367394973	-0.299351819	-0.187496186	-0.281594477	-0.011016175
146.25	-0.339239726	-0.286276238	-0.236726182	-0.341678212	0.188525414
146.3	-0.252307479	-0.214987667	-0.295797185	-0.439740935	-0.057045967
146.35	-0.165375232	-0.143715107	-0.354868195	-0.537789649	-0.302602319
146.4	-0.145489986	-0.073266558	-0.191771211	-0.419284351	-0.398042641
146.45	-0.125605741	-0.002802019	-0.028659235	-0.300795043	-0.493467934
146.5	0.080680504	-0.096736491	-0.179649266	-0.350807725	-0.385845196
146.55	0.286966748	-0.190654974	-0.330623303	-0.400821396	-0.27822143
146.6	0.470685991	-0.155011468	-0.325852347	-0.341475057	-0.101521633
146.65	0.654389234	-0.119367972	-0.321065398	-0.282128707	0.075179193
146.7	0.487674477	-0.189742487	-0.365014456	-0.198017347	0.028185048
146.75	0.320974719	-0.260117013	-0.408964521	-0.113920976	-0.018808066
146.8	0.12336096	-0.216248549	-0.392443593	-0.169686594	-0.075949151
146.85	-0.074252799	-0.172381096	-0.375937671	-0.225452202	-0.133090207
146.9	-0.160096559	-0.176211654	-0.340831757	-0.3010698	-0.267226232
146.95	-0.245939319	-0.180043223	-0.305725849	-0.376671387	-0.401363228
147	-0.20933108	-0.166432802	-0.232945948	-0.392001963	-0.397117195
147.05	-0.172722842	-0.152838392	-0.160166055	-0.407316529	-0.392872132
147.1	-0.074926604	-0.150977993	-0.171904168	-0.283028085	-0.456909039
147.15	0.022854633	-0.149132605	-0.183642287	-0.158739629	-0.520931917
147.2	0.36617987	-0.165613227	-0.311363414	-0.169630164	-0.347923764
147.25	0.709490106	-0.18209386	-0.439083548	-0.180503688	-0.174915583
147.3	0.630574342	-0.210186503	-0.367524688	-0.258898201	-0.293198371
147.35	0.551674577	-0.238294158	-0.295964836	-0.337292704	-0.41148113
147.4	0.148127811	-0.202208823	-0.29937199	-0.229270196	-0.39093886
147.45	-0.255418955	-0.166122499	-0.302779151	-0.121232678	-0.370381559
147.5	-0.209837722	-0.231416185	-0.424152319	-0.184094149	-0.207184229
147.55	-0.164272489	-0.296709882	-0.545525494	-0.24695461	-0.04397287
147.6	0.015295743	-0.18403959	-0.462277676	-0.29072706	-0.125954481
147.65	0.194878974	-0.071370309	-0.379029865	-0.3344845	-0.207936062
147.7	0.211971205	0.002022961	-0.32010506	-0.385992929	-0.206955613
147.75	0.229048436	0.075401221	-0.261165263	-0.437485348	-0.205975135
147.8	0.137757666	0.13039347	-0.221664472	-0.290919756	-0.253288627
147.85	0.046466895	0.185368709	-0.182178688	-0.144369153	-0.30058609
147.9	0.147086124	-0.008617064	-0.180153911	-0.132598541	-0.204818523
147.95	0.247690352	-0.202602847	-0.178144141	-0.120828917	-0.109049926
148	0.168789579	-0.26624864	-0.286227378	-0.233418283	-0.1614593
148.05	0.089873806	-0.329879445	-0.394324622	-0.346007639	-0.213869644
148.1	0.045428033	-0.30757226	-0.393062873	-0.361000984	-0.131330958
148.15	0.000982259	-0.285281086	-0.39181613	-0.375980318	-0.048776243
148.2	-0.038261516	-0.165744923	-0.258962394	-0.381528642	-0.060078498
148.25	-0.077504292	-0.04620877	-0.126124666	-0.387077956	-0.071365723
148.3	-0.071459067	0.014474372	-0.089049944	-0.298281259	-0.207790919
148.35	-0.065413844	0.075141503	-0.051975229	-0.209500551	-0.344215085
148.4	0.057712379	0.090902624	-0.148995521	-0.159109833	-0.391543222
148.45	0.180853601	0.106678733	-0.246015819	-0.108735104	-0.438887329
148.5	0.474770823	0.093631832	-0.368197125	-0.214107365	-0.233422406
148.55	0.768704045	0.080583921	-0.490379438	-0.319478616	-0.027974453
148.6	0.581954265	-0.025680002	-0.486294757	-0.329681855	-0.041595471
148.65	0.395189485	-0.131943935	-0.482194083	-0.339884085	-0.05520246
148.7	0.102466705	-0.165803879	-0.400518416	-0.183201303	-0.142248418
148.75	-0.190255076	-0.199649833	-0.318827756	-0.026518512	-0.229295347
148.8	-0.316304858	-0.193730799	-0.290634103	-0.153725709	-0.205823247
148.85	-0.44235564	-0.187826775	-0.262440457	-0.280932897	-0.182350116
148.9	-0.307434423	-0.084205761	-0.280312818	-0.394773073	-0.208758957
148.95	-0.172498206	0.019430241	-0.298186185	-0.50861324	-0.235166767
149	0.07553601	0.006626233	-0.18291056	-0.514772395	-0.226830548
149.05	0.323570225	-0.006176786	-0.067619941	-0.52093154	-0.218479299
149.1	0.28588444	0.028184184	-0.151318329	-0.390691675	-0.231948021
149.15	0.248182655	0.062545144	-0.235032724	-0.260452799	-0.245416712
149.2	0.311935869	0.043623093	-0.180900126	-0.111596913	-0.178807375
149.25	0.375675082	0.024701031	-0.126750535	0.037242984	-0.112213007
149.3	0.142324294	-0.147466041	-0.277573951	0.026810892	-0.19991561
149.35	-0.091025493	-0.319632125	-0.428396374	0.01637981	-0.287618184
149.4	-0.107410282	-0.322640218	-0.467615803	-0.192782262	-0.184875727
149.45	-0.123796071	-0.325662323	-0.506851239	-0.401943323	-0.082133241
149.5	0.046953139	-0.194209439	-0.388355683	-0.464071373	-0.111791726
149.55	0.217701349	-0.062772565	-0.269861133	-0.526199413	-0.141449181
149.6	0.210501558	-0.091582702	-0.26653959	-0.590479443	-0.309550606
149.65	0.203286767	-0.120407849	-0.263218054	-0.654759462	-0.477667001
149.7	0.208828975	0.009900993	-0.250847524	-0.42642047	-0.577454367
149.75	0.214370183	0.140193824	-0.238477002	-0.198067468	-0.677256703
149.8	0.226763389	0.082071644	-0.280596487	-0.166018455	-0.40349401
149.85	0.239155596	0.023933453	-0.322730978	-0.133953432	-0.129730287
149.9	0.164176802	-0.109582748	-0.290707476	-0.269995398	-0.096491534
149.95	0.089198007	-0.24308296	-0.258698981	-0.406036354	-0.063252752
150	-0.067811789	-0.239011182	-0.233557493	-0.355005299	-0.13668794
150.05	-0.224807585	-0.234923416	-0.208416012	-0.303974234	-0.210138098
150.1	-0.110043381	-0.28183066	-0.185212538	-0.327864158	-0.149479227
150.15	0.004720822	-0.328737914	-0.162008071	-0.351738072	-0.088835326
150.2	0.034692024	-0.19907018	-0.07000261	-0.366242975	-0.318154395
150.25	0.064678226	-0.069418456	0.022017843	-0.380748868	-0.547457435
150.3	-0.017381573	0.015556257	-0.12939971	-0.32297275	-0.465009445
150.35	-0.099425372	0.100514959	-0.28081727	-0.265181622	-0.382545426
150.4	-0.105480172	-0.014461349	-0.313780837	-0.323159483	-0.328035376
150.45	-0.111534973	-0.129437668	-0.346760411	-0.381137333	-0.273540298
150.5	0.160104226	-0.139433998	-0.252953992	-0.372967173	-0.202001189
150.55	0.431759425	-0.149430339	-0.15916358	-0.364798003	-0.130447051
150.6	0.172606622	-0.18675569	-0.229892174	-0.274612822	-0.094644884
150.65	-0.086530181	-0.224065052	-0.300621776	-0.18441263	-0.058826686
150.7	-0.232721984	-0.287406425	-0.222639384	-0.271244428	-0.113691459
150.75	-0.378929788	-0.350731808	-0.144656	-0.358060216	-0.168556203
150.8	-0.363423592	-0.230250202	-0.218895622	-0.451407993	-0.273301916
150.85	-0.347918398	-0.109753607	-0.293149251	-0.544739759	-0.3780476
150.9	-0.162185203	-0.214355023	-0.222811887	-0.469187515	-0.424535255
150.95	0.023546991	-0.318940449	-0.152473529	-0.39362026	-0.47102288
151	0.319982184	-0.170168886	-0.298947179	-0.246763995	-0.513711475
151.05	0.616417376	-0.021382334	-0.445405835	-0.09990672	-0.55641504
151.1	0.557124568	-0.040488792	-0.482230499	-0.107469434	-0.479275576
151.15	0.49783176	-0.059579262	-0.519055169	-0.115032137	-0.402136083
151.2	0.185074951	-0.138300741	-0.413240846	-0.24788383	-0.421295559
151.25	-0.127681859	-0.217038232	-0.30742553	-0.380751512	-0.440439006
151.3	-0.515496669	-0.244246734	-0.213482221	-0.275170184	-0.383548423
151.35	-0.90331148	-0.271440246	-0.119538919	-0.169603845	-0.326641811
151.4	-0.746280292	-0.281100768	-0.115942624	-0.270000496	-0.197256169
151.45	-0.589265104	-0.290761302	-0.112346335	-0.370412136	-0.067871498
151.5	-0.254743916	-0.118781846	-0.216447054	-0.421797765	-0.225350796
151.55	0.079777271	0.053197599	-0.320547779	-0.473183385	-0.382830065
151.6	0.061423457	0.124485033	-0.291576511	-0.502335993	-0.437756305
151.65	0.043084643	0.195787457	-0.26262025	-0.531489591	-0.492681515
151.7	0.088268828	0.05041487	-0.336675996	-0.509938179	-0.478789695
151.75	0.133453013	-0.094957728	-0.410716749	-0.488371756	-0.464912846
151.8	0.042467197	-0.200291337	-0.324601509	-0.500694322	-0.297242966
151.85	-0.04850262	-0.305624956	-0.238485275	-0.513001878	-0.129588058
151.9	-0.052452437	-0.477471586	-0.256023049	-0.500865424	-0.158848119
151.95	-0.056386255	-0.649318227	-0.273560829	-0.488727959	-0.188108151
152	0.062054927	-0.529736878	-0.344320616	-0.427961483	-0.068533154
152.05	0.180496108	-0.410156541	-0.41508041	-0.367194997	0.051040874
152.1	0.094424289	-0.213457214	-0.198853211	-0.312912501	0.023321931
152.15	0.008367469	-0.016758897	0.017357981	-0.258630994	-0.004380983
152.2	-0.180305352	0.085870408	0.065693166	-0.251575476	-0.151331867
152.25	-0.368992173	0.188513703	0.114028344	-0.244503948	-0.298267721
152.3	-0.103929995	0.176227988	-0.008963484	-0.223547409	-0.325909545
152.35	0.161133183	0.163942261	-0.131954319	-0.20257586	-0.35353634
152.4	0.20123636	0.062255524	-0.362901162	-0.1723873	-0.338027105
152.45	0.241354537	-0.039431224	-0.593848011	-0.14221473	-0.322501841
152.5	0.222542713	-0.119831983	-0.550838867	-0.254955149	-0.366699547
152.55	0.203731888	-0.200232752	-0.50784473	-0.367696558	-0.410897223
152.6	-0.157563937	-0.134774532	-0.481802599	-0.325804956	-0.44580287
152.65	-0.518873763	-0.069332323	-0.455776476	-0.283913344	-0.480707487
152.7	-0.501704589	-0.179304125	-0.44137736	-0.413758721	-0.364475074
152.75	-0.484551416	-0.289291937	-0.42696325	-0.543620088	-0.248241632
152.8	-0.231680244	-0.21791376	-0.297284147	-0.502186444	-0.31587716
152.85	0.021175928	-0.146550594	-0.167620052	-0.46076779	-0.383496659
152.9	0.1543111	0.019401562	-0.213187963	-0.310599125	-0.348898127
152.95	0.287462271	0.185338706	-0.258770881	-0.160431449	-0.314299567
153	0.218846441	0.046236841	-0.227037805	-0.185647763	-0.421713976
153.05	0.150229611	-0.092864036	-0.195304737	-0.210848067	-0.529113356
153.1	0.21952278	-0.152619923	-0.060025676	-0.21187936	-0.345466706
153.15	0.288830948	-0.212360821	0.075268379	-0.212910643	-0.161835027
153.2	0.045379116	-0.26953773	-0.037330573	-0.204755915	-0.174065318
153.25	-0.198056716	-0.32671465	-0.149915533	-0.196617176	-0.186295579
153.3	-0.14539555	-0.33475858	-0.238757499	-0.279068427	-0.074029811
153.35	-0.092719383	-0.342802521	-0.327599472	-0.361520667	0.038220987
153.4	-0.042332218	-0.206086473	-0.317717452	-0.351473897	0.011906815
153.45	0.008069947	-0.069354435	-0.307834438	-0.341427117	-0.014422328
153.5	-0.082945888	0.035318592	-0.204888432	-0.333684326	-0.162486441
153.55	-0.173946724	0.140006608	-0.101958432	-0.325941524	-0.310549525
153.6	0.021093439	0.094883613	0.02399756	-0.157340712	-0.440242578
153.65	0.216133602	0.049776608	0.149938546	0.011275111	-0.569934603
153.7	0.208186764	-0.038757408	0.080688525	0.060308944	-0.299388597
153.75	0.200239926	-0.127307435	0.011438497	0.109356788	-0.028827562
153.8	0.200211087	-0.157216472	-0.105723538	-0.016247358	-0.019954497
153.85	0.200168248	-0.18714152	-0.22288558	-0.141850493	-0.011096403
153.9	0.026861408	-0.147135579	-0.261526629	-0.122800618	-0.138561279
153.95	-0.146445433	-0.107145649	-0.300166684	-0.103751732	-0.266025125
154	-0.176181274	-0.122848729	-0.219910746	-0.209777836	-0.247920942
154.05	-0.205918116	-0.13856782	-0.139654816	-0.315804929	-0.229815729
154.1	-0.293455958	-0.069905922	-0.153484892	-0.464754011	-0.326198486
154.15	-0.380992801	-0.001244034	-0.167314975	-0.613689083	-0.422565214
154.2	-0.265953645	0.092808842	-0.053444065	-0.478596145	-0.325083912
154.25	-0.150930489	0.186845709	0.060426838	-0.343503196	-0.227602581
154.3	0.159862666	0.093916564	0.057217735	-0.268530237	-0.23171522
154.35	0.470641821	0.000988408	0.054007624	-0.193542267	-0.235811829
154.4	0.441026975	-0.012792758	0.038468507	-0.158241286	-0.136255409
154.45	0.411427129	-0.026558934	0.022930382	-0.122941295	-0.036683959
154.5	0.181052282	-0.036938122	-0.052957749	-0.145090294	-0.161156479
154.55	-0.049321565	-0.04730132	-0.128829887	-0.167224282	-0.285629969
154.6	-0.188479413	-0.088060529	-0.210698032	-0.136043259	-0.24250043
154.65	-0.327621262	-0.128803749	-0.292582184	-0.104878226	-0.199386862
154.7	-0.326490111	-0.149634979	-0.199631343	-0.185575182	-0.109748264
154.75	-0.325357961	-0.170465221	-0.106695508	-0.266272128	-0.020094636
154.8	-0.109748811	-0.096203472	0.052417319	-0.314117064	-0.178228978
154.85	0.105860338	-0.021941735	0.21151514	-0.361945988	-0.336362291
154.9	0.359067486	0.082379992	0.120933954	-0.226914903	-0.495747574
154.95	0.612289634	0.186700708	0.030336761	-0.091867806	-0.655132828
155	0.511919781	0.109916413	-0.076998439	-0.0690637	-0.421192051
155.05	0.411549928	0.033116107	-0.184334646	-0.046260582	-0.187236246
155.1	0.242089074	-0.021467209	-0.14555286	-0.107899455	-0.12256041
155.15	0.07264222	-0.076051536	-0.106755081	-0.169537316	-0.057885545
155.2	-0.167085635	-0.126255873	-0.148493308	-0.048391168	-0.056457651
155.25	-0.406829491	-0.176459222	-0.190231543	0.072769992	-0.055015726
155.3	-0.240673347	-0.180872581	-0.073308784	-0.095679838	0.022645228
155.35	-0.074533203	-0.185284951	0.043628968	-0.264144658	0.100321211
155.4	-0.021872061	-0.006332331	0.051557713	-0.311348467	-0.142132775
155.45	0.030788082	0.172634278	0.059471451	-0.358552266	-0.384586733
155.5	-0.094514777	0.316766876	0.075289182	-0.299357054	-0.42418966
155.55	-0.219816636	0.460898463	0.091106906	-0.240160831	-0.463792558
155.6	-0.236324495	0.25455004	0.058356624	-0.221843598	-0.357872426
155.65	-0.252831355	0.048202605	0.025605334	-0.203541355	-0.251953265
155.7	-0.109198216	-0.013994839	0.131069038	-0.262815101	-0.095465073
155.75	0.034434923	-0.076192295	0.236516735	-0.322072836	0.061007147
155.8	0.106078061	-0.064964761	0.116302425	-0.296476561	0.081676398
155.85	0.177705199	-0.053722238	-0.003911892	-0.270896276	0.102345678
155.9	0.146000336	-0.002440726	-0.091701216	-0.20341498	0.051267987
155.95	0.114295472	0.048856775	-0.179491547	-0.135917673	0.000205327
156	-0.077078392	0.108088266	-0.149955884	-0.217408356	-0.069915304
156.05	-0.268436257	0.167319746	-0.120435229	-0.298898028	-0.140035906
156.1	-0.215638122	0.107655216	-0.05226458	-0.20578169	-0.265469478
156.15	-0.162839988	0.047989674	0.015890062	-0.112681341	-0.39091802
156.2	0.103184146	0.125517122	0.045044696	-0.105303982	-0.352273532
156.25	0.369224279	0.203043559	0.074183324	-0.097911612	-0.313629015
156.3	0.450205411	0.026694986	0.006000946	-0.188007232	-0.314856468
156.35	0.531170543	-0.149653598	-0.06218144	-0.278118841	-0.316082892
156.4	0.314773674	-0.159590193	-0.035605833	-0.28049244	-0.279620286
156.45	0.098360805	-0.169526799	-0.009015232	-0.282865028	-0.24315865
156.5	-0.243327065	-0.087331415	0.040356361	-0.120657606	-0.268844985
156.55	-0.585014935	-0.005150042	0.089742948	0.041550827	-0.29453129
156.6	-0.594395806	-0.02521868	0.093613528	-0.07080773	-0.189343565
156.65	-0.603792678	-0.045287329	0.097483101	-0.183166276	-0.084155811
156.7	-0.29118355	0.091810012	-0.036693333	-0.200782811	-0.185068027
156.75	0.021425577	0.228891342	-0.170868774	-0.218399336	-0.285980213
156.8	0.130284704	0.259985661	-0.308112222	-0.306114851	-0.40062537
156.85	0.23915883	0.29107997	-0.445355676	-0.393815355	-0.515285497
156.9	0.304544956	0.200256267	-0.499164138	-0.311791848	-0.505800595
